titulo,img_caratula,categoria_id,categoria_str,precio_intercambio,sku,precio_venta,precio_compra
Pro Evolution Soccer 2016,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,1001,PlayStation 4,6.00,4012927101179,18.00,4.00
Dying Light,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,1001,PlayStation 4,22.00,5051893170139,35.00,16.00
Resident Evil 7: Biohazard,/product_images/Juegos/PS4 Juegos/5055060900574_s.jpg,1001,PlayStation 4,46.00,5055060900574,60.00,42.00
"Tierra-Media, La: Sombras De Mordor",/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,1001,PlayStation 4,18.00,5051893165128,28.00,13.00
Mad Max,/product_images/Juegos/PS4 Juegos/5051893163438_s.jpg,1001,PlayStation 4,18.00,5051893163438,28.00,13.00
Pokemon Mundo Megamisterioso,/product_images/Juegos/3DS Juegos/045496529703_s.jpg,977,Nintendo 3DS,19.00,045496529703,30.00,14.00
Monster Hunter Generations,/product_images/Juegos/3DS Juegos/0045496473242_s.jpg,977,Nintendo 3DS,20.00,0045496473242,32.00,15.00
Tomodachi Life,/product_images/Juegos/3DS Juegos/045496525507_s.jpg,977,Nintendo 3DS,20.00,045496525507,32.00,15.00
Legend of Zelda: A Link Between Worlds,/product_images/Juegos/3DS Juegos/045496524531_s.jpg,977,Nintendo 3DS,13.00,045496524531,20.00,9.00
Mario Party: Island Tour,/product_images/Juegos/3DS Juegos/045496524661_s.jpg,977,Nintendo 3DS,11.00,045496524661,18.00,8.00
Super Mario Maker,/product_images/defimg3_s.jpg,977,Nintendo 3DS,35.00,045496474287,45.00,31.00
Fantasy Life,/product_images/Juegos/3DS Juegos/045496525996_s.jpg,977,Nintendo 3DS,13.00,045496525996,20.00,9.00
Inazuma Eleven Go: Light,/product_images/Juegos/3DS Juegos/045496525620_s.jpg,977,Nintendo 3DS,7.00,045496525620,12.00,5.00
Luigi's Mansion 2,/product_images/Juegos/3DS Juegos/045496523343_s.jpg,977,Nintendo 3DS,18.00,045496523343,28.00,13.00
Inazuma Eleven Go Chrono Stone: Trueno,/product_images/Juegos/3DS Juegos/045496527587_s.jpg,977,Nintendo 3DS,13.00,045496527587,20.00,9.00
Inazuma Eleven Go Chrono Stones: Llamarada,/product_images/Juegos/3DS Juegos/045496527518_s.jpg,977,Nintendo 3DS,13.00,045496527518,20.00,9.00
Super Street Fighter 3D,/product_images/Juegos/3DS Juegos/045496520502_s.jpg,977,Nintendo 3DS,7.00,045496520502,12.00,5.00
Profesor Layton: Máscara de los prodigio,/product_images/Juegos/3DS Juegos/045496522629_s.jpg,977,Nintendo 3DS,13.00,045496522629,20.00,9.00
Kid Icarus: Uprising,/product_images/Juegos/3DS Juegos/045496521882_s.jpg,977,Nintendo 3DS,7.00,045496521882,12.00,5.00
Animal Crossing: Happy Home Designer,/product_images/Juegos/3DS Juegos/045496528164_s.jpg,977,Nintendo 3DS,18.00,045496528164,28.00,13.00
Kingdom Hearts 3D: Dream Drop Distance,/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,977,Nintendo 3DS,14.00,5021290053519,22.00,10.00
Dragon Quest VII: Fragmentos De Un Mundo Olvidado,/product_images/defimg2_s.jpg,977,Nintendo 3DS,19.00,045496473617,30.00,14.00
Fire Emblem Awakening,/product_images/Juegos/3DS Juegos/045496523435_s.jpg,977,Nintendo 3DS,19.00,045496523435,30.00,14.00
Resident Evil: Revelations,/product_images/Juegos/3DS Juegos/045496521585_s.jpg,977,Nintendo 3DS,11.00,045496521585,18.00,8.00
Fire Emblem Birthright,/product_images/Juegos/3DS Juegos/045496472528_s.jpg,977,Nintendo 3DS,18.00,045496472528,28.00,13.00
Bravely Second: End Layer,/product_images/Juegos/3DS Juegos/045496471972_s.jpg,977,Nintendo 3DS,19.00,045496471972,28.00,15.00
Nintendogs + Gatos: Golden Retriever,/product_images/Juegos/3DS Juegos/045496520069_s.jpg,977,Nintendo 3DS,5.00,045496520069,9.00,4.00
Castlevania Lords Of Shadow,/product_images/Juegos/3DS Juegos/045496523145_s.jpg,977,Nintendo 3DS,7.00,045496523145,12.00,5.00
Xenoblade Chronicles 3D,/product_images/Juegos/3DS Juegos/045496527730_s.jpg,977,Nintendo 3DS,18.00,045496527730,28.00,13.00
Inazuma Eleven 3: La Amenaza Del Ogro !,/product_images/Juegos/3DS Juegos/045496525118_s.jpg,977,Nintendo 3DS,10.00,045496525118,16.00,7.00
Fire Emblem Fates - Conquest,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,977,Nintendo 3DS,19.00,045496472436,28.00,15.00
New Style Boutique,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,977,Nintendo 3DS,10.00,045496522780,16.00,7.00
Legend of Zelda: Tri Force Heroes,/product_images/Juegos/3DS Juegos/045496528485_s.jpg,977,Nintendo 3DS,13.00,045496528485,20.00,9.00
Mario Tennis Open,/product_images/Juegos/3DS Juegos/045496521981_s.jpg,977,Nintendo 3DS,7.00,045496521981,12.00,5.00
Inazuma Eleven Go: Shadow,/product_images/Juegos/3DS Juegos/045496525699_s.jpg,977,Nintendo 3DS,9.00,045496525699,15.00,7.00
Little Battlers eXperience,/product_images/Juegos/3DS Juegos/045496528263_s.jpg,977,Nintendo 3DS,7.00,045496528263,12.00,5.00
Bravely Default,/product_images/Juegos/3DS Juegos/045496524821_s.jpg,977,Nintendo 3DS,21.00,045496524821,32.00,17.00
Yoshi's New Island,/product_images/Juegos/3DS Juegos/0045496525187_s.jpg,977,Nintendo 3DS,11.00,0045496525187,18.00,8.00
Lego City Undercover: Chase Begins,/product_images/Juegos/3DS Juegos/045496523732_s.jpg,977,Nintendo 3DS,11.00,045496523732,18.00,8.00
Hyrule Warriors Legends,/product_images/Juegos/3DS Juegos/045496472108_s.jpg,977,Nintendo 3DS,16.00,045496472108,25.00,12.00
Paper Mario: Sticker Star,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,977,Nintendo 3DS,13.00,045496522872,20.00,9.00
Metal Gear Solid: Snake Eater 3D,/product_images/Juegos/3DS Juegos/4012927084670_s.jpg,977,Nintendo 3DS,9.00,4012927084670,15.00,7.00
Profesor Layton vs. Phoenix Wright,/product_images/Juegos/3DS Juegos/0045496525255_s.jpg,977,Nintendo 3DS,19.00,0045496525255,30.00,14.00
Resident Evil: The Mercenaries,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,977,Nintendo 3DS,6.00,045496520946,10.00,4.00
Monster Hunter 3 Ultimate,/product_images/Juegos/3DS Juegos/045496523251_s.jpg,977,Nintendo 3DS,9.00,045496523251,15.00,7.00
Inazuma Eleven 3 : Fuego Explosivo,/product_images/Juegos/3DS Juegos/045496524067_s.jpg,977,Nintendo 3DS,7.00,045496524067,12.00,5.00
Harvest Moon: El Valle Perdido,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,977,Nintendo 3DS,9.00,045496528072,15.00,7.00
Mario & Luigi: Dream Team,/product_images/Juegos/3DS Juegos/045496523923_s.jpg,977,Nintendo 3DS,11.00,045496523923,18.00,8.00
FIFA 14,/product_images/Juegos/3DS Juegos/5030931111402_s.jpg,977,Nintendo 3DS,7.00,5030931111402,12.00,5.00
LEGO Jurassic World (No Figure),/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,977,Nintendo 3DS,11.00,5051893218732,18.00,8.00
Inazuma Eleven,/product_images/Juegos/DS Juegos/045496470647_s.jpg,834,Nintendo DS,1.90,045496470647,5.00,1.20
Nintendogs Dalmatian & Friends,/product_images/Juegos/DS Juegos/045496462963_s.jpg,834,Nintendo DS,1.90,045496462963,5.00,1.20
Mas Brain Training,/product_images/Juegos/DS Juegos/045496464721_s.jpg,834,Nintendo DS,0.70,045496464721,2.00,0.40
Mario Party DS,/product_images/Juegos/DS Juegos/045496465896_s.jpg,834,Nintendo DS,7.00,045496465896,12.00,5.00
Cocina Conmigo,/product_images/Juegos/DS Juegos/045496467258_s.jpg,834,Nintendo DS,0.30,045496467258,1.00,0.10
Pokemon Ranger,/product_images/Juegos/DS Juegos/045496464103_s.jpg,834,Nintendo DS,6.00,045496464103,10.00,4.00
Profesor Layton - Llamada Del Espectro,/product_images/Juegos/DS Juegos/045496471552_s.jpg,834,Nintendo DS,9.00,045496471552,15.00,6.00
Pokemon Edicion Negra 2,/product_images/Juegos/DS Juegos/045496462857_s.jpg,834,Nintendo DS,15.00,045496462857,25.00,11.00
"Profesor Layton y El Futuro Perdido, El",/product_images/Juegos/DS Juegos/045496470555_s.jpg,834,Nintendo DS,9.00,045496470555,15.00,6.00
Pokemon Edicion Blanca 2,/product_images/Juegos/DS Juegos/045496465537_s.jpg,834,Nintendo DS,15.00,045496465537,25.00,11.00
Inazuma Eleven 2  Tormenta De Fuego,/product_images/Juegos/DS Juegos/045496471644_s.jpg,834,Nintendo DS,5.00,045496471644,8.00,3.00
Legend of Zelda: Phantom Hourglass,/product_images/Juegos/DS Juegos/045496465377_s.jpg,834,Nintendo DS,9.00,045496465377,15.00,6.00
NintenDogs Dachshund & Friends,/product_images/Juegos/DS Juegos/045496462239_s.jpg,834,Nintendo DS,3.00,045496462239,6.00,2.00
Mario & Sonic en los Juegos Olimpicos,/product_images/Juegos/DS Juegos/5060138433519_s.jpg,834,Nintendo DS,7.00,5060138433519,12.00,5.00
Profesor Layton y la Villa Misteriosa,/product_images/Juegos/DS Juegos/045496467944_s.jpg,834,Nintendo DS,9.00,045496467944,15.00,6.00
Hotel Dusk: Room 215,/product_images/Juegos/DS Juegos/045496464257_s.jpg,834,Nintendo DS,7.00,045496464257,12.00,5.00
Disney Cars,/product_images/Juegos/DS Juegos/4005209077316_s.jpg,834,Nintendo DS,3.00,4005209077316,6.00,2.00
Big Brain Academy,/product_images/Juegos/DS Juegos/045496463052_s.jpg,834,Nintendo DS,0.70,045496463052,2.50,0.30
Inazuma Eleven 2 : Ventisca Eterna,/product_images/Juegos/DS Juegos/045496471729_s.jpg,834,Nintendo DS,4.00,045496471729,7.00,3.00
Art Academy,/product_images/Juegos/DS Juegos/045496470210_s.jpg,834,Nintendo DS,0.90,045496470210,2.50,0.60
Legend Of Zelda Spirit Tracks,/product_images/Juegos/DS Juegos/045496469467_s.jpg,834,Nintendo DS,17.00,045496469467,28.00,12.00
Fire Emblem: Shadow Dragon,/product_images/Juegos/DS Juegos/045496467838_s.jpg,834,Nintendo DS,22.00,045496467838,35.00,15.00
Sonic Colours,/product_images/Juegos/DS Juegos/5055277008759_s.jpg,834,Nintendo DS,6.00,5055277008759,10.00,4.00
My Sims,/product_images/Juegos/DS Juegos/5030934057059_s.jpg,834,Nintendo DS,5.00,5030934057059,8.00,3.00
FIFA 11,/product_images/Juegos/DS Juegos/5030934092296_s.jpg,834,Nintendo DS,3.00,5030934092296,5.00,2.00
"Dragon Quest IX, Sentinels Of The Starry",/product_images/Juegos/DS Juegos/045496470067_s.jpg,834,Nintendo DS,15.00,045496470067,25.00,11.00
Los Sims 2,/product_images/Juegos/DS Juegos/5030934046190_s.jpg,834,Nintendo DS,2.00,5030934046190,4.00,1.80
Horsez: The Petz,/product_images/Juegos/DS Juegos/3307210227522_s.jpg,834,Nintendo DS,0.70,3307210227522,2.00,0.40
Pokemon: Mundo Misterioso Expl. del Tiem,/product_images/Juegos/DS Juegos/045496467036_s.jpg,834,Nintendo DS,6.00,045496467036,10.00,4.00
Imagina ser Mama,/product_images/Juegos/DS Juegos/3307210322555_s.jpg,834,Nintendo DS,0.70,3307210322555,2.00,0.40
Mario Slam Basketball,/product_images/Juegos/DS Juegos/045496463687_s.jpg,834,Nintendo DS,4.00,045496463687,7.00,3.00
Madagascar,/product_images/Juegos/DS Juegos/5030917028151_s.jpg,834,Nintendo DS,3.00,5030917028151,5.00,2.00
Training for your Eyes,/product_images/Juegos/DS Juegos/045496465773_s.jpg,834,Nintendo DS,0.60,045496465773,2.00,0.30
Advance Wars: Dual Strike,/product_images/Juegos/DS Juegos/045496462215_s.jpg,834,Nintendo DS,7.00,045496462215,12.00,5.00
Los Sims 2 Mascotas,/product_images/Juegos/DS Juegos/5030934051781_s.jpg,834,Nintendo DS,1.50,5030934051781,4.00,0.90
Mario & Sonic en los JJ.OO. de Invierno,/product_images/Juegos/DS Juegos/5055277000982_s.jpg,834,Nintendo DS,9.00,5055277000982,15.00,6.00
Super Princess Peach,/product_images/Juegos/DS Juegos/045496462932_s.jpg,834,Nintendo DS,6.00,045496462932,10.00,4.00
Los Simpson - El Videojuego,/product_images/Juegos/DS Juegos/5030934059404_s.jpg,834,Nintendo DS,3.00,5030934059404,6.00,2.00
WWE Smackdown Vs. Raw 2008,/product_images/Juegos/DS Juegos/4005209098700_s.jpg,834,Nintendo DS,0.90,4005209098700,2.50,0.60
Shin Chan Flipa en Colores,/product_images/Juegos/DS Juegos/8023171011332_s.jpg,834,Nintendo DS,1.90,8023171011332,5.00,1.20
Piratas del Caribe: El Cofre del Hombre,/product_images/Juegos/DS Juegos/8717418094348_s.jpg,834,Nintendo DS,1.10,8717418094348,3.00,0.70
Resident Evil Deadly Silence,/product_images/Juegos/DS Juegos/045496462505_s.jpg,834,Nintendo DS,6.00,045496462505,10.00,4.00
NintenDogs Chihuahua & Friends,/product_images/Juegos/DS Juegos/045496462222_s.jpg,834,Nintendo DS,1.50,045496462222,4.00,0.90
Toca Race Driver 2,/product_images/Juegos/PC Juegos/8436010151500_s.jpg,830,PC,0.20,8436010151500,0.75,0.10
Los Sims Primera Cita (SN) 1cd,/product_images/Juegos/PC Juegos/8414185050408_s.jpg,830,PC,0.01,8414185050408,0.25,0.01
"Whispered World, The - Edición Especial",/product_images/Juegos/PC Juegos/8436016710770_s.jpg,830,PC,0.70,8436016710770,2.00,0.40
"Fuga De Deponia, La",/product_images/Juegos/PC Juegos/8436010154037_s.jpg,830,PC,0.20,8436010154037,0.75,0.10
"Longest Journey, The",/product_images/Juegos/PC Juegos/8420266991255_s.jpg,830,PC,0.01,8420266991255,0.25,0.01
Splinter Cell Chaos Theory,/product_images/Juegos/PC Juegos/3307210220134_s.jpg,830,PC,0.10,3307210220134,0.50,0.01
Cossacks Anthology Edicion de Oro,/product_images/Juegos/PC Juegos/8436010151661_s.jpg,830,PC,0.40,8436010151661,1.50,0.20
Colin McRae Rally 2,/product_images/Juegos/PC Juegos/843601015054100001_s.jpg,830,PC,0.01,843601015054100001,0.25,0.01
"Runaway, A Road To Adventure",/product_images/Juegos/PC Juegos/8436010150398_s.jpg,830,PC,0.01,8436010150398,0.25,0.01
Caos En Deponia,/product_images/Juegos/PC Juegos/8436010154587_s.jpg,830,PC,0.20,8436010154587,0.75,0.10
Heroes of Might & Magic V (SN),/product_images/Juegos/PC Juegos/3307210217493_s.jpg,830,PC,0.40,3307210217493,1.50,0.20
Duck Tales Remastered,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,830,PC,0.20,5055060972328,0.75,0.10
Splinter Cell Double Agent,/product_images/defimg1_s.jpg,830,PC,0.40,3307210220295,1.50,0.20
Warcraft 3: Reign of Chaos (SN) 1CD,/product_images/Juegos/PC Juegos/3348542135710_s.jpg,830,PC,1.90,3348542135710,5.00,1.20
Commandos 2: Men Of Courage,/product_images/Juegos/PC Juegos/5032921013758_s.jpg,830,PC,1.40,5032921013758,4.00,0.80
Lords Of Xulima,/product_images/Juegos/PC Juegos/4020636128615_s.jpg,830,PC,0.10,4020636128615,0.50,0.01
Order of batlle Pacific (P),/product_images/Juegos/PC Juegos/5060193302485_s.jpg,830,PC,0.20,5060193302485,0.75,0.10
Call of Duty 2,/product_images/Juegos/PC Juegos/5030917031922_s.jpg,830,PC,1.80,5030917031922,5.00,1.00
Word in conflict - Complete Edition,/product_images/Juegos/PC Juegos/3307211664050_s.jpg,830,PC,0.20,3307211664050,0.75,0.10
Mars Invader,/product_images/defimg1_s.jpg,830,PC,0.01,8436010150749,0.10,0.01
La Batalla de las Termopilas,/product_images/Juegos/PC Juegos/8436010151746_s.jpg,830,PC,0.30,8436010151746,1.00,0.10
Los Sims 2 Mascotas Expansion (SN),/product_images/Juegos/PC Juegos/8414185032879_s.jpg,830,PC,0.90,8414185032879,3.00,0.40
House Of The Dead 2,/product_images/Juegos/PC Juegos/8436010150541HD_s.jpg,830,PC,0.30,8436010150541,1.00,0.10
Cruci Gramas Classic,/product_images/defimg2_s.jpg,830,PC,0.01,8431474002825,0.10,0.01
XIII,/product_images/defimg3_s.jpg,830,PC,0.01,3307210147196,0.25,0.01
New York Crimes,/product_images/defimg5_s.jpg,830,PC,0.70,8436010153535,2.50,0.30
Los Sims de Vacaciones (SN) 1CD,/product_images/Juegos/PC Juegos/8414185050507_s.jpg,830,PC,0.01,8414185050507,0.10,0.01
Assassin's Creed,/product_images/Juegos/PC Juegos/3307210263575_s.jpg,830,PC,2.00,3307210263575,7.00,1.40
Patrician III - Imperio de Los Mares,/product_images/Juegos/PC Juegos/8436010150466_s.jpg,830,PC,0.01,8436010150466,0.25,0.01
Prince Of Persia Las Arenas Del Tiempo,/product_images/Juegos/PC Juegos/3307210133694_s.jpg,830,PC,0.10,3307210133694,0.50,0.01
Ghost Recon + Discos de Misiones,/product_images/defimg4_s.jpg,830,PC,0.30,3307210156372,1.00,0.10
Strike Fighters Flight Simulator,/product_images/Juegos/PC Juegos/8436010151555_s.jpg,830,PC,0.10,8436010151555,0.50,0.01
Tzar: Edicion de Oro,/product_images/Juegos/PC Juegos/8436010150244_s.jpg,830,PC,0.40,8436010150244,1.50,0.20
"Hunter, The - Primal",/product_images/defimg5_s.jpg,830,PC,0.50,4032222690147,1.50,0.30
Far Cry 4,/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,821,PlayStation 3,7.00,3307215793299,12.00,5.00
Battlefield 1942,/product_images/defimg2_s.jpg,830,PC,0.60,8414185050422,2.00,0.30
Call Of Duty: Advanced Warfare,/product_images/Juegos/PS3 Juegos/5030917147906_s.jpg,821,PlayStation 3,7.00,5030917147906,12.00,5.00
Battlefield 4,/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,821,PlayStation 3,6.00,5030930111137,10.00,4.00
Call of Duty: Modern Warfare 2,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,821,PlayStation 3,3.00,5030917070990,5.00,2.00
Age of Empires Collectors Edition,/product_images/Juegos/PC Juegos/3307210245281_s.jpg,830,PC,4.00,3307210245281,12.00,2.00
Los Sims Edicion Deluxe (2CD),/product_images/Juegos/PC Juegos/8414185050811_s.jpg,830,PC,1.20,8414185050811,3.50,0.70
Battlefield 3,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,821,PlayStation 3,1.90,5030934102902,5.00,1.20
Call Of Duty: Black Ops III,/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,821,PlayStation 3,15.00,5030917162459,25.00,11.00
God of War III (3),/product_images/Juegos/PS3 Juegos/711719158264_s.jpg,821,PlayStation 3,6.00,711719158264,10.00,4.00
Flatout 2,/product_images/defimg4_s.jpg,830,PC,0.20,5017783022650,0.75,0.10
Alejandro Magno 2CD (SN),/product_images/defimg1_s.jpg,830,PC,0.20,3307210182753,0.75,0.10
Assassin's Creed 4: Black Flag,/product_images/Juegos/PS3 Juegos/3307215704974_s.jpg,821,PlayStation 3,6.00,3307215704974,10.00,4.00
Assassins Creed: Hermandad,/product_images/Juegos/PS3 Juegos/3307217927104_s.jpg,821,PlayStation 3,2.00,3307217927104,6.00,1.40
Uncharted 2: Among Thieves,/product_images/Juegos/PS3 Juegos/711719128359_s.jpg,821,PlayStation 3,5.00,711719128359,8.00,3.00
Los Sims 2 Universitarios Expansion (SN) 3C,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,830,PC,0.40,8414185051856,1.50,0.20
Silent Hunter III,/product_images/defimg1_s.jpg,830,PC,0.30,3307210177636,1.00,0.10
Red Dead Redemption,/product_images/Juegos/PS3 Juegos/5026555402057_s.jpg,821,PlayStation 3,5.00,5026555402057,8.00,3.00
Watch Dogs,/product_images/Juegos/PS3 Juegos/3307215721957_s.jpg,821,PlayStation 3,9.00,3307215721957,15.00,6.00
FIFA 12,/product_images/Juegos/PS3 Juegos/5030934104043_s.jpg,821,PlayStation 3,0.01,5030934104043,0.25,0.01
Borderlands,/product_images/Juegos/PC Juegos/5026555053532_s.jpg,830,PC,2.00,5026555053532,7.00,1.40
Commandos 3 Destination Berlin (3 Disco),/product_images/Juegos/PC Juegos/5032921019729_s.jpg,830,PC,1.20,5032921019729,3.50,0.70
Far Cry 3,/product_images/Juegos/PS3 Juegos/3307215633243_s.jpg,821,PlayStation 3,5.00,3307215633243,8.00,3.00
Assassin's Creed,/product_images/Juegos/PS3 Juegos/3307210263483_s.jpg,821,PlayStation 3,2.00,3307210263483,6.00,1.40
Gran Turismo 6,/product_images/Juegos/PS3 Juegos/711719250173_s.jpg,821,PlayStation 3,9.00,711719250173,15.00,6.00
Uncharted: El Tesoro de Drake,/product_images/Juegos/PS3 Juegos/711719467359_s.jpg,821,PlayStation 3,5.00,711719467359,8.00,3.00
Assassin's Creed: Revelations,/product_images/Juegos/PS3 Juegos/3307215590058_s.jpg,821,PlayStation 3,5.00,3307215590058,8.00,3.00
Pro Evolution Soccer (PES) 2013,/product_images/Juegos/PS3 Juegos/4012927054574_s.jpg,821,PlayStation 3,0.30,4012927054574,1.00,0.20
Assassin's Creed II,/product_images/Juegos/PS3 Juegos/3307211666535_s.jpg,821,PlayStation 3,2.00,3307211666535,6.00,1.40
Elder Scrolls V: Skyrim,/product_images/Juegos/PS3 Juegos/093155141292_s.jpg,821,PlayStation 3,6.00,093155141292,10.00,4.00
Fallout 3,/product_images/Juegos/PS3 Juegos/093155125421_s.jpg,821,PlayStation 3,5.00,093155125421,8.00,3.00
Pro Evolution Soccer (PES) 2012,/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,821,PlayStation 3,0.10,4012927053393,0.50,0.01
Resident Evil 5,/product_images/Juegos/PS3 Juegos/5055060925751_s.jpg,821,PlayStation 3,3.00,5055060925751,6.00,2.00
Pro Evolution Soccer (PES) 2011,/product_images/Juegos/PS3 Juegos/4012927052228_s.jpg,821,PlayStation 3,0.01,4012927052228,0.25,0.01
Metal Gear Solid 4: Guns of the Patriots,/product_images/Juegos/PS3 Juegos/4012927050156_s.jpg,821,PlayStation 3,3.00,4012927050156,5.00,2.00
Call of Duty 4: Modern Warfare,/product_images/Juegos/PS3 Juegos/5030917047213_s.jpg,821,PlayStation 3,5.00,5030917047213,8.00,3.00
Little Big Planet,/product_images/Juegos/PS3 Juegos/711719999256_s.jpg,821,PlayStation 3,3.00,711719999256,6.00,2.00
Resident Evil 6,/product_images/Juegos/PS3 Juegos/5055060928059_s.jpg,821,PlayStation 3,7.00,5055060928059,12.00,5.00
Sports Champions,/product_images/Juegos/PS3 Juegos/711719155676_s.jpg,821,PlayStation 3,0.30,711719155676,1.00,0.10
Killzone 2,/product_images/Juegos/PS3 Juegos/711719133445_s.jpg,821,PlayStation 3,1.10,711719133445,3.00,0.70
FIFA 10,/product_images/Juegos/PS3 Juegos/5030934077989_s.jpg,821,PlayStation 3,0.01,5030934077989,0.25,0.01
Pro Evolution Soccer (PES) 2014,/product_images/Juegos/PS3 Juegos/4012927056219_s.jpg,821,PlayStation 3,1.10,4012927056219,3.00,0.70
FIFA 17,/product_images/Juegos/PS3 Juegos/5030943116341_s.jpg,821,PlayStation 3,40.00,5030943116341,60.00,33.00
